id,comment_id,drug_id,sentence_index,sentences,ADR,WD,EF,INF,SSI,DI,Findings,others,rating,category
170,20,cymbalta.20,8,"THEN, I STARTED NOTICING THINGS HAPPENING ALL AT ONCE.",,,,,,,,1,1,snri
171,20,cymbalta.20,9,"MY HAIR WAS SHEDDING AT AN UNUSUAL RATE, I WAS HAVING A DULL HEADACHE CONSTANTLY.",1,,,,,,,0,1,snri
172,20,cymbalta.20,10,"LIKE 24/7, & I HAVE PUT ON AT LEAST 30 LBS IN THE LAST 6 MONTHS, ALTHOUGH I HAVE NOT CHANGED MY EATING HABITS.",1,,,,,,,0,1,snri
173,20,cymbalta.20,11,"I DID NOT EVEN SUSPECT THAT IT WAS ONE OF MY MEDS UNTIL MY DAUGHTER, WHO IS A REGISTERED NURSE, SUGGESTED THAT I LOOK UP ALL OF THEM & SEE WHAT THE SIDE EFFECTS ARE.",,,,,,,,1,1,snri
174,20,cymbalta.20,12,WHEN I GOT TO CYMBALTA.,,,,,,,,1,1,snri
175,20,cymbalta.20,13,THERE THEY WERE.,,,,,,,,1,1,snri
176,20,cymbalta.20,14,ALL OF MY PROBLEMS WERE RIGHT HERE WITH SOME OF THE OTHER COMMENTS.,,,,,,,,1,1,snri
177,20,cymbalta.20,15,"I SEE MY DOCTOR SOON FOR MY USUAL CHECK-UP & I WANT TO GO BACK TO ZOLOFT, BUT THE WAY SOME OF YOU DESCRIBE WITHDRAWAL, I'M REALLY SCARED.",,,,,,,,1,1,snri
178,20,cymbalta.20,16,I DON'T EVER WANT TO FEEL LIKE I DID BEFORE I STARTED ON THE MEDS.,,,,,,,,1,1,snri
179,20,cymbalta.20,17,PLEASE SEND ME YOUR SUGGESTIONS AS TO WHAT YOU THINK I SHOULD DO.,,,,,,,,1,1,snri
180,21,cymbalta.21,1,Brain zaps; grinding my teeth; night sweats; constant shaking of my hands and limbs; not being able to stop my Head going into tremours; insomnia; constant fatigue; headaches; hair falling out; forgetfulness; sore jaw etc - you name it I got them all badly !,1,,,,,,,0,1,snri
181,21,cymbalta.21,2,I think it is the worst thing I have ever taken - for almost a year I have tried to take it hinking it would help or blaming my body for the effects and now I have come to realise it is this drug / poison.,,,,,,,,1,1,snri
182,21,cymbalta.21,3,I think people should be warned and that surely after all the blogs about Cymbalata that are negative that the Testing results of this drug should be investigated.,,,,,,,,1,1,snri
183,21,cymbalta.21,4,Some blogs have hundreds of negative comments - something doesn't smell right - how did this pass clinical trials ?,,,,,,,,1,1,snri
184,21,cymbalta.21,5,I am now trying to wean off it am in my second week of hell.,,,,,,,,1,1,snri
185,22,cymbalta.22,1,Insomnia headaches nightmares.,1,,,,,,,0,1,snri
186,22,cymbalta.22,2,I started taking cymbalta 2 months ago.,,,,,,,,1,1,snri
187,22,cymbalta.22,3,"I have had nightmares about my car wrecking, drowning, not being able to move, my husband having an affair with my best friend, and a lot more.",1,,,,,,,0,1,snri
188,22,cymbalta.22,4,The nightmares make me not want to sleep.,1,,,,,,,0,1,snri
189,22,cymbalta.22,5,I have actually woke up and wanted to cry.,1,,,,,,,0,1,snri
190,22,cymbalta.22,6,"And also sometimes I just can't sleep, I don't feel tired at bedtime (even though I was tired an hour before).",1,,,,,,,0,1,snri
191,22,cymbalta.22,7,I also have the worst headaches and while I have the headaches my right eye is blurry.,1,,,,,,,0,1,snri
192,22,cymbalta.22,8,And it hasn't helped my back pain at all,,,,,,,,1,1,snri
193,23,cymbalta.23,1,"unable to have orgasm, loss of all emotion, insomnia, forgetfulness, loss of appetite which I don't need.",1,,,,,,,0,1,snri
194,23,cymbalta.23,2,"not worth the loss of sex drive or ability to have an orgasm, ever!",1,,,,,,,0,1,snri
195,23,cymbalta.23,3,Did nothing for my fibromyalgia- Lyrica works so much better.,,,,,,,,1,1,snri
196,24,cymbalta.24,1,"Depression, major nausea, shaking, heart arrhythmia, trouble sleeping, dizziness, fuzzy brain, memory loss, feeling faint.",1,,,1,,,,0,1,snri
197,24,cymbalta.24,2,This is a TERRIBLE drug and definitely should not be prescribed for elderly patients or anyone for that matter.,,,,,,,,1,1,snri
198,24,cymbalta.24,3,The withdrawel is quite severe and I went through hell going off this drug!,,1,,,,,,0,1,snri
199,24,cymbalta.24,4,Wouldn't recommend it to my worst enemy except to the Doctor who recommended this drug!,,,,,,,,1,1,snri
200,24,cymbalta.24,5,Ended up having to have a pacemaker put in because of the heart fibrillation.,1,,,,,,,0,1,snri
201,25,cymbalta.25,1,"Extreme fatige,sweating,nightmares and that was just the beginning.",1,,,,,,,0,1,snri
202,25,cymbalta.25,2,The thoughts of suicide were overwhelming and it made me feel a horrible despair.,1,,,1,,,,0,1,snri
203,25,cymbalta.25,3,"Mood swings,extreme anger,leg pain just to name a few.",1,,,,,,,0,1,snri
204,25,cymbalta.25,4,I didnt take cymbalta for long because it was turning me into a worse basket case than I already was.,,,,,,,,1,1,snri
205,25,cymbalta.25,5,One thing I did experience when trying to get off it was mood swings.,,1,,,,,,0,1,snri
206,25,cymbalta.25,6,"Some of which were very angry outbursts,an anger I never felt before.",,1,,,,,,0,1,snri
207,25,cymbalta.25,7,Lost the love of my life because of it.,,1,,,,,,0,1,snri
208,25,cymbalta.25,8,Now taking 100 mg. of Zoloft and feeling so much better.,,,,,,,,1,1,snri
209,25,cymbalta.25,9,I would not recommend cymbalta to anyone.,,,,,,,,1,1,snri
210,26,cymbalta.26,1,"Short-term memory loss, shortened attention span, depression, suicidal thoughts, developed a stutter, always tired, nightmares, paranoia, extreme moods.",1,,,,,,,0,1,snri
211,26,cymbalta.26,2,"When I first started Cymbalta, I didn't notice much of a difference.",,,,1,,,,0,1,snri
212,26,cymbalta.26,3,"After a few months, I started to notice it was making me become somewhat bipolar - on it, I was annoyingly happy and jumpy, but after two hours of taking it, I felt the same, and after two more hours, I was extremely depressed.",1,,,1,,,,0,1,snri
213,26,cymbalta.26,4,"I had also noticed that it took more to hold my attention than it used to, and I couldn't remember things that happened or stuff people said five minutes before.",1,,,,,,,0,1,snri
214,26,cymbalta.26,5,"A little after I began noticing this, I started stuttering, and my stutter got worse as I kept taking the medicine, as did all my other side effects.",1,,,,,,,0,1,snri
215,26,cymbalta.26,6,"Sometimes when talking, I would stutter, and forget what I was saying.",1,,,,,,,0,1,snri
216,26,cymbalta.26,7,"I decided I was going to stop taking it, so I did.",,,,,,,,1,1,snri
217,26,cymbalta.26,8,Wow.,,,,,,,,1,1,snri
218,26,cymbalta.26,9,"My memory loss worsened, as did my stutter, attention span, and depression.",,1,,1,1,!,,0,1,snri
219,26,cymbalta.26,10,"One day, after a weekend of not having it, I couldn't get out of bed because I felt so bad.",,1,,,,,,0,1,snri
220,26,cymbalta.26,11,"The whole day, I thought about dying.",,1,,,,,,0,1,snri
221,26,cymbalta.26,12,I began to have terrible nightmares which would keep me up,,1,,,,,,0,1,snri
222,27,cymbalta.27,1,"Nausea, Insomnia, Constipation, Crying, Dry Mouth, Sexual, ""Speeding"", Worsening Depression, Thoughts of Suicide, Jaw Clenching, Heart Racing.",1,,,1,1,,,0,1,snri
223,27,cymbalta.27,2,This is the most frightening experience I have ever had with an anti-depressant.,,,,,,,,1,1,snri
224,27,cymbalta.27,3,"I have a very high tolerance for drugs, and I have been on meds almost consistently for thirteen years, trying almost everything possible.",,,,,,,,1,1,snri
225,27,cymbalta.27,4,"Never have I had such side effects, nor have I ever felt as ""drugged"" as I did on Cymbalta: nervous and speeding.",1,,,,,,,0,1,snri
226,27,cymbalta.27,5,The side effects were almost immediate.,1,,,,,,,0,1,snri
227,27,cymbalta.27,6,"Rarely do I ever think of suicide, but after two days the thought was almost constant.",1,,,,,,,0,1,snri
228,27,cymbalta.27,7,"I woke up after three hours sleep each of the four nights, and could not get back to sleep.",1,,,,,,,0,1,snri
229,27,cymbalta.27,8,"I was ""speeding"" the whole time, but felt no relief or, for that matter, a single positive effect.",1,,,1,,,,0,1,snri
230,27,cymbalta.27,9,I would rather be depressed than feel like this-at least depression is predictable and I know it will end.,,,,,1,,,0,1,snri
231,27,cymbalta.27,10,"I see that it worked well for some, but I would never take this drug again.",,,,,,,,1,1,snri
232,27,cymbalta.27,11,The user comments for withdrawal were enough to stop me after four days.,,,,,,,,1,1,snri
233,28,cymbalta.28,1,"Dizziness, nausea, headache, buzzing noise in head.",1,,,,,,,0,1,snri
234,28,cymbalta.28,2,DO NOT TAKE THIS DRUG.,,,,,,,,1,1,snri
235,28,cymbalta.28,3,IT IS POISON.,,,,,,,,1,1,snri
236,28,cymbalta.28,4,"After taking 30 mg a day for 3 weeks, I stopped.",,,,,,,,1,1,snri
237,28,cymbalta.28,5,I HAVE NEVER felt so awful as I do today.,1,,,,,,,0,1,snri
238,28,cymbalta.28,6,Started cying and laughing hysterically.,1,,,,,,,0,1,snri
239,28,cymbalta.28,7,Head is so mucked up I can barely move or think.,1,,,,,,,0,1,snri
240,28,cymbalta.28,8,Called doc and he said it's withdrawal.,,,,,,,,1,1,snri
241,28,cymbalta.28,9,"WTF, is this heroine or something?",,,,,,,,1,1,snri
242,28,cymbalta.28,10,Withdrawal?,,,,,,,,1,1,snri
243,28,cymbalta.28,11,I've stopped other SSRI's in the past and never experienced anything.,,,,,,,,1,1,snri
244,28,cymbalta.28,12,This is bullshit.,,,,,,,,1,1,snri
245,28,cymbalta.28,13,Do not take this poison.,,,,,,,,1,1,snri
246,29,cymbalta.29,1,"Extreme fatigue, drowsiness and a 5lb weight gain within the first 2 months.",1,,,,,,,0,1,snri
247,29,cymbalta.29,2,"15 months later I'd gained 30 lbs, had horrible withdrawal effects each time I tried to come off of it including nausea, dizziness, fatigue, etc I finally had a dr help me wean off 7 months ago and since that time the depression has become worst than ever w/ suicidal thoughts at times, major irritability, lack of concentration, and a major loss of love and vigor for a life has dwindled.",1,1,,,1,!,,0,1,snri
248,29,cymbalta.29,3,This is the worst drug ever; please find an alternative for your symptoms!,,,,,,,,1,1,snri
249,29,cymbalta.29,4,DO NOT TAKE CYMBALTA-it has the potential to ruin the very essence of who you are.,,,,,,,,1,1,snri
250,29,cymbalta.29,5,It's not worth it; trust me!,,,,,,,,1,1,snri
251,30,cymbalta.30,1,My 15 year old daughter was on this for 4 days and it threw her into the worst mental state I've seen outside a mental hospital.,,,,,,,,1,1,snri
252,30,cymbalta.30,2,She has depression and has tried many meds.,,,,,1,,,0,1,snri
253,30,cymbalta.30,3,None have helped for long but none have hurt her before.,,,,,,,,1,1,snri
254,30,cymbalta.30,4,Be careful. ,,,,,,,,1,1,snri
255,31,cymbalta.31,1,Everyone imaginable.,,,,,,,,1,1,snri
256,31,cymbalta.31,2,"Loss of appetite, metal taste in mouth, weightloss, headache, disoriented.",1,,,,,,,0,1,snri
257,31,cymbalta.31,3,Worst medication to date for me.,,,,,,,,1,1,snri
258,31,cymbalta.31,4,I couldn't believe the side effects and how harsh they were.,1,,,,,,,0,1,snri
259,31,cymbalta.31,5,"I felt horrible, my mouth tasted like metal and I could not sleep for days.",1,,,,,,,0,1,snri
260,31,cymbalta.31,6,I was hoping it would eventually go away so I continued to take it and after the 6th day of the same intense side effects I finally had to just chunk them in the trash.,1,,,1,,,,0,1,snri
261,31,cymbalta.31,7,Was wondering if anyone else had this bad of effects but that they did go away after a certain amount of time.,,,,,,,,1,1,snri
262,31,cymbalta.31,8,I have been on wellbutrin before and the side effects were bad but did wear off after about a mont,,,,,,,,1,1,snri
263,32,cymbalta.32,1,"lost feelings of joy,could not focus,weight loss,no cares for anything I used to love.",1,,,1,,,,0,1,snri
264,32,cymbalta.32,2,"deep,scary thoughts never have had them before.",1,,,,,,,0,1,snri
265,32,cymbalta.32,3,Cant wait to get of and get my life back.,,,,,,,,1,1,snri
266,32,cymbalta.32,4,This drug was awful for me.,,,,,,,,1,1,snri
267,32,cymbalta.32,5,"Beware,do your research first",,,,,,,,1,1,snri
268,33,cymbalta.33,1,Sleep.,1,,,,,,,0,1,snri
269,33,cymbalta.33,2,"its all I want to do, however, unable to rest for more than an hour at a time.",1,,,,,,,0,1,snri
270,33,cymbalta.33,3,so sleepy on 60mg 1x/day.,1,,,,,,,0,1,snri
271,33,cymbalta.33,4,I lost 25 lbs in 3 wks.,1,,,,,,,0,1,snri
272,33,cymbalta.33,5,Had to be put on valium so I could eat.,1,,,,,,,0,1,snri
273,33,cymbalta.33,6,"5'3"" - was 125 now 100 even.",,,,,,,,1,1,snri
274,33,cymbalta.33,7,not good.,,,,,,,,1,1,snri
275,33,cymbalta.33,8,"(It put me to sleep for an hour, then I would wake up and eat a little) Don't want to eat, had to force myself.",1,,,,,,,0,1,snri
276,33,cymbalta.33,9,"Hazy, do not care attitude.",1,,,,,,,0,1,snri
277,33,cymbalta.33,10,Felt like I was sitting in a chair watching the world go by.,1,,,,,,,0,1,snri
278,33,cymbalta.33,11,I'm amazed that I have not been fired from my job.,,,,,,,,1,1,snri
279,33,cymbalta.33,12,DO NOT TAKE THIS MEDICINE!,,,,,,,,1,1,snri
280,33,cymbalta.33,13,IT IS HORRIBLE!,,,,,,,,1,1,snri
281,33,cymbalta.33,14,I simply don't understand how the FDA could allow this medicine on the market.,,,,,,,,1,1,snri
282,33,cymbalta.33,15,The withdrawal symptoms are nothing sort of a nightmare.,,1,,,,,,0,1,snri
283,33,cymbalta.33,16,"Electrical shocks, headaches, tremors, frequent urination, nausea, major anxiety.",,1,,,,,,0,1,snri
284,33,cymbalta.33,17,Cannot get straight answer from anyone regarding how long these withdrawal symptoms will last.,,,,,,,,1,1,snri
285,34,cymbalta.34,1,"insomnia, vivid dreams, syncope, a detached from the body feeling, confusion, restlessness, shaky, trembling.",1,,,,,,,0,1,snri
286,34,cymbalta.34,2,"Took the med for only 3 days and the first night, I think I got a total of 2 hours of sleep.",1,,,,,,,0,1,snri
287,34,cymbalta.34,3,"On the third day at work, I experienced what felt like an 'acid trip' after about an hour of taking the recomended 30 mg dose.",1,,,,,,,0,1,snri
288,34,cymbalta.34,4,"I couldn't talk without stuttering, was very confused, couldn't concentrate.",1,,,,,,,0,1,snri
289,34,cymbalta.34,5,Had to have me b/f pick me up and take me to ER.,1,,,,,,,0,1,snri
290,34,cymbalta.34,6,Said it was side effects of med.,,,,,,,,1,1,snri
291,34,cymbalta.34,7,I had low blood pressure for about 2 weeks after I stopped taking it which caused me to have fainting spells.,,1,,,,,,0,1,snri
292,34,cymbalta.34,8,"Fainted at work, hit my head and had to go to ER again.",,1,,,,,,0,1,snri
293,34,cymbalta.34,9,"So after all is said and done, I still have fibromyalgia pain, now even worse it seems, and have a shit load of ER bills.",,,,,,,,1,1,snri
294,34,cymbalta.34,10,Highly reconsider taking this med if you have not already done so.,,,,,,,,1,1,snri
295,35,cymbalta.35,1,"dripping in sweat all the time, extreme fatigue, mucus coming out of my anus, feeling like I have to have a bowel movement several times an hour, constipation, and my depression is the same as when I wasn't on it.",1,,,1,1,!,,0,1,snri
296,35,cymbalta.35,2,Also feel like I'm in a cloud allthe time.,1,,,,,,,0,1,snri
297,35,cymbalta.35,3,Having vision problems.,1,,,,,,,0,1,snri
298,35,cymbalta.35,4,DON'T TAKE IT!,,,,,,,,1,1,snri
299,36,cymbalta.36,1,"Sweating,Heart Papitations, Headache,dizziness,sore throat,very cold,Major flushing feelings in my head,Dizzy feeling,Flue like symptoms,High degree of shaking and nervousness ,bleeding in stool,throwing up.",1,,,,,,,0,1,snri
300,36,cymbalta.36,2,Not feeling to well right now to say the least!,,,,1,,,,0,1,snri
301,36,cymbalta.36,3,This is the withdrawl stage.,,,,,,,,1,1,snri
302,36,cymbalta.36,4,I think thier needs to be more Studies done on this medication before giving it to certain people.,,,,,,,,1,1,snri
303,36,cymbalta.36,5,While I have read that it has helped many people.,,,,,,,,1,1,snri
304,36,cymbalta.36,6,I think this is great.,,,,,,,,1,1,snri
305,36,cymbalta.36,7,"What works for one person, does not always work for the other.",,,,,,,,1,1,snri
306,36,cymbalta.36,8,This medication seems to work well when it came to my Pain.,,,,,,,,1,1,snri
307,36,cymbalta.36,9,"I was so happy that it did control my Pain But, since I am comming off of this medication cold Turkey, the side effects are Horrific!",,1,,,,,,0,1,snri
308,36,cymbalta.36,10,"Also, these where the side effects while I was on the drug as well.",1,,,,,,,0,1,snri
309,36,cymbalta.36,11,I don't think this drug is for me!,,,,1,,,,0,1,snri
310,36,cymbalta.36,12,"Wish me luck on comming off of this Medication, since I feel to bad to go see My doctor that placed me on it!",,1,,,,,,0,1,snri
311,36,cymbalta.36,13,"Also, I'd like to add that I take heart medication for Heart Arythmia.",,,,,,,,1,1,snri
312,36,cymbalta.36,14,I don't suggest anyone that takes heart medication should be on this drug.,,,,,,,,1,1,snri
313,36,cymbalta.36,15,"But, good Luck to the people that it has helped!",,,,,,,,1,1,snri
314,36,cymbalta.36,16,In case anyone was wondering I was first on the 60mg for about two weeks and then my doctor placed me on the 30mg after I complained of Feeling that I did not feel,,,,,,,,1,1,snri
315,37,cymbalta.37,1,"brain zaps,excellerated heart rate,bad dreams,night sweating, tingling of hands and feet,weight gain (feeling hungry all the time).",1,,,,,,,0,1,snri
316,37,cymbalta.37,2,Please be carefull with missing a dose with this drug!,,,,,,,,1,1,snri
317,37,cymbalta.37,3,I missed 3 to 4 days and I tried to kill myself.,,1,,,,,,0,1,snri
318,37,cymbalta.37,4,ended up in the hospital for 5 days.,,1,,,,,,0,1,snri
319,37,cymbalta.37,5,I was only on 60mg.,,,,,,,,1,1,snri
320,37,cymbalta.37,6,I just went down to 30 and it has been an awfull week.,,1,,,,,,0,1,snri
321,37,cymbalta.37,7,"Irratability,severe depression,crying a lot,dramatic mood swings.",,1,,,,,,0,1,snri
322,37,cymbalta.37,8,I really want to get off this stuff.,,,,,,,,1,1,snri
323,37,cymbalta.37,9,it's too scary!,,,,,,,,1,1,snri
324,38,cymbalta.38,1,"Severe fatigue, problems staying asleep, slight nausea.",1,,,,,,,0,1,snri
325,38,cymbalta.38,2,I have been on Cymbalta for almost a week and have been in bed the entire time.,1,,,,,,,0,1,snri
326,38,cymbalta.38,3,It has caused me to be severely fatigued with flu-like symptoms that came on about 24 hours after beginning this drug.,1,,,,,,,0,1,snri
327,38,cymbalta.38,4,The depression was not as bad as I feel on this medication.,,,,1,1,1,,0,1,snri
328,38,cymbalta.38,5,I am supposed to go to 60mg in two days but after reading the reports of the great difficulty in getting off Cymbalta - I am going to stop taking it before it gets even worse.,,1,,,,,,0,1,snri
329,39,cymbalta.39,1,"achiness, tiredness, restlessness, blurry vision, tingling in arms, legs and hands, increased anxiety, high blood pressure, belching, heartburn, loss of appetite, strange taste in mouth, alternating hot and cold spells, headaches, loss of feeling during sex.",1,,,1,1,! ,,0,1,snri
330,39,cymbalta.39,2,I have only taken cymbalta twice and am going to stop now before my symptoms get worse.,,,,1,,,,0,1,snri
331,39,cymbalta.39,3,I feel a lot worse than I did before taking it.,,,,1,,,,0,1,snri
332,39,cymbalta.39,4,"I constantly feel as if I am on the verge of a panic attack, I feel like sleeping all day, but have difficulty sleeping for more than 1 hour at a time even during the night.",1,,,,,,,0,1,snri
333,39,cymbalta.39,5,I have aches and pains as if I have the flu.,1,,,,,,,0,1,snri
334,40,cymbalta.40,1,"Fainting, nervousness, nausea, insomnia, sweating.",1,,,,,,,0,1,snri
335,40,cymbalta.40,2,"I was prescribed this medicine to help with depression and anxiety, but the side effects are awful.",1,,,,1,1,,0,1,snri
336,40,cymbalta.40,3,I don't see how I can possibly function because of the side effects and I certainly don't see how I could continue on this medication any more.,1,,,,,,,0,1,snri
337,41,cymbalta.41,1,"The first 2 months it seemed to be fine, then the terrible night sweats came,the headaches,dizziness, out of sorts feeling came.",1,,,,,,,0,1,snri
338,41,cymbalta.41,2,"Since last November my tendons on both arms started hurting by the elbow, then came extreme fatigue, and heaviness And pain in the calves of my legs came.",1,,,,,,,0,1,snri
339,41,cymbalta.41,3,"Not to mention the acid reflux, having bowel movements 5 times in the morning,abdominal cramping, couldent eat, no appetite.",1,,,,,,,0,1,snri
340,41,cymbalta.41,4,Had stomach checked with upper GI and colonoscopy.,,,,,,,,1,1,snri
341,41,cymbalta.41,5,Now I have an erosive esophagus.,1,,,,,,,0,1,snri
342,41,cymbalta.41,6,"My doctor at the time sent me to 2 ENT doctors a Rhuemotogist, went to ER in Dec and Jan. Forgot to mention stuffed up nose and constant cough.",1,,,,,,,0,1,snri
343,41,cymbalta.41,7,"Changed my primary care Dr, had tests on my heart, ultra sound in legs, so now I have fast heart rate,poor circulation.",1,,,,,,,0,1,snri
344,41,cymbalta.41,8,Had 5 friends pass away from December 2014 to May of 2015 started getting depressed.,,,,,1,,,0,1,snri
345,41,cymbalta.41,9,I went to a shrink and they increased the dose to 90 mg.,,,,,,,,1,1,snri
346,41,cymbalta.41,10,Took it for 2 months and felt worse than ever.,1,,,1,,,,0,1,snri
347,41,cymbalta.41,11,Started weaning off cymbalta with shrinks help and he added 50 mg zoloft as I weaned off.,,,,,,,,1,1,snri
348,41,cymbalta.41,12,As of last Sunday I don't take the cymbalta any longer.,,,,,,,,1,1,snri
349,41,cymbalta.41,13,"But I still have bad pain in my right arm, legs and feet, the pain is heaviness and electic shocks.",1,,,,,,,0,1,snri
350,41,cymbalta.41,14,"The sweating stopped, I still have diarreha, and nausea and pain all over my body.",1,,,,,,,0,1,snri
351,41,cymbalta.41,15,I do have scolosis in my T spine.,,,,,,,,1,1,snri
352,41,cymbalta.41,16,"Hips hurt joints in feet snap crackle and pop, from time to time dizziness and headache.",,1,,,,,,0,1,snri
353,41,cymbalta.41,17,It's been 1 week since I quit taking this poison.,,,,,,,,1,1,snri
354,41,cymbalta.41,18,I'm afraid that my legs will never be the same.,,,,,,,,1,1,snri
355,41,cymbalta.41,19,I. ,,,,,,,,1,1,snri
356,42,cymbalta.42,1,"vivid dreams, nightmares, night sweats,loss of libido and ability to orgasm, constipation, occational brain zaps, weight loss then a ton of weight gain.",1,,,,,,,0,1,snri
357,42,cymbalta.42,2,"This was a miracle drug for the first few months,then it stopped working.",,,1,1,,,,0,1,snri
358,42,cymbalta.42,3,"Side effects stayed and now that I'm trying to slowly withdraw from it they have gotten worse and new ones have started, especially dizziness and irritibility and lack of energy.",,1,,,,,,0,1,snri
359,42,cymbalta.42,4,From what I've been reading it sounds like I have a long horrible road ahead of me.,,,,,,,,1,1,snri
360,42,cymbalta.42,5,Lily had to have known about how absolutley grim the withdrawals were.,,,,,,,,1,1,snri
361,43,cymbalta.43,1,"10 lb weight gain, increased amt panic attacks, anxiety. ",1,,,1,1,!,,0,1,snri
362,44,cymbalta.44,1,"feel wired, feel homicidal/suicidal, agitated, no appetite, confused.",1,,,,,,,0,1,snri
363,44,cymbalta.44,2,took my first dose this A. M. Will struggle through to see if benefits outweigh this horrible feeling.,,,,,1,,,0,1,snri
364,44,cymbalta.44,3,I am a recovering meth addict and feel exactly as if I am coming off of meth!,,1,,,,,,0,1,snri
365,44,cymbalta.44,4,Slamming beers( which I have not done for years) to counteract total feelings of rage and despair!,,1,,1,,,,0,1,snri
366,45,cymbalta.45,1,"After 2 weeks I had terrible acid reflux which I NEVER had before, constipation, stomach ache 24/7, then rectal bleeding which scared the heck out of me.",1,,,,,,,0,1,snri
367,45,cymbalta.45,2,Got off the drug immediately.,,,,,,,,1,1,snri
368,45,cymbalta.45,3,Because of the bleeding I had to go for a colonoscopy and have my stomach biopsied which showed it cause the lining of my stomach was inflammed.,1,,,,,,,0,1,snri
369,45,cymbalta.45,4,It took me 2 weeks to be weaned off the medication and I felt awful all over like I had the flu.,,1,,,,,,0,1,snri
370,45,cymbalta.45,5,"I was only on 20MG and it worked mentally but to this day, my gastro-intestinal system is screwed up.",1,,1,,,,,0,1,snri
371,45,cymbalta.45,6,"I do have to say, I was taking Advil and noticed on TV now there are now warnings about taking over the counter pain relievers with this medication.",,,,,,,,1,1,snri
372,46,cymbalta.46,1, My lawyer will be contacting you.,,,,,,,,1,1,snri
373,47,cymbalta.47,1,Cymbalta has the same adverse side effects of the other SSRI medications and then some.,1,,,,,,,0,1,snri
374,47,cymbalta.47,2,"In fact, because of Cymbaltas adverse emotional reactions, the inherent inability to get an erection or orgasm that is more the norm in other SSRI medications appears to be even worse with this one.",1,,,,,,,0,1,snri
375,47,cymbalta.47,3,"If that werent enough, it increases anxiety and thus has less value as an anti-depressant.",1,,,1,1,1,,0,1,snri
376,47,cymbalta.47,4,"Yet what was even more profound, I found that I was in a state of emotional upset at all times but wasnt aware of it until I stopped the medication 6 days ago.",1,,,,,,,0,1,snri
377,47,cymbalta.47,5,"Bizarre sensations of profound guilt and regret about incidents from the past (childhood to adult), were constantly re-lived and extremely inflated to say the least.",1,,,,,,,0,1,snri
378,47,cymbalta.47,6,I found myself on the verge of tears at all times.,1,,,1,,,,0,1,snri
379,47,cymbalta.47,7,"To add to the constant emotional upset, I can now attribute Cymbalta to frustrating memory lapses and a dramatic compromise in my cognitive abilities which I had mistakenly blamed on my pain medication.",1,,,,,,,0,1,snri
380,47,cymbalta.47,8,This drug caused me t. I have severe and chronic lower back pain with Fibromyalgia which resulted in my developing depression.,,,,,1,,,0,1,snri
381,47,cymbalta.47,9,"Consequently, I was placed on anti-depressants to counteract the side effects of pain medication, and also because the constant pain sucked the life out of me.",,,,,1,1,,0,1,snri
382,47,cymbalta.47,10,Initially I was on Effexor (YIKES!,,,,,,,,1,1,snri
383,47,cymbalta.47,11,"), but had to stop this drug after only a few days.",,,,,,,,1,1,snri
384,47,cymbalta.47,12,"Subsequently I was placed on Zoloft for several years, then Celexa for several more, and finally Cymbalta in an effort to decrease the SSRI side effects the first two medications had.",,,,,,,,1,1,snri
385,47,cymbalta.47,13,Each time I switched drugs I had to stop completely to start the other.,,,,,,,,1,1,snri
386,47,cymbalta.47,14,I had no adverse withdrawal side effects from either Zoloft or Celexa; however Cymbalta was a different story.,,,,,,,,1,1,snri
387,47,cymbalta.47,15,"I had tried several times before to quit Cymbalta but because of the extreme withdrawal side effects, I was forced to stay on it.",,1,,,,,,0,1,snri
388,47,cymbalta.47,16,The evidence for me is irrefutable; Cymbalta has absolutely no redeeming value when compared to any other type of SSRI anti-depressant.,,,,1,,,,0,1,snri
389,47,cymbalta.47,17,"In Fact, I believe it should either be removed from the market or be deemed a controlled substance, not because patients would be inclined to abuse this drug, but that physicians are in an effort to improve mood and block pain without having to dispense pain medication.",,,,,,,,1,1,snri
390,47,cymbalta.47,18,"Even the most innocuous of prescribed pain medication has vastly more therapeutic value, simply because Cymbalta has none.",,,,1,,,,0,1,snri
391,47,cymbalta.47,19,"DO NOT TAKE THIS DRUG, IT IS DANGEROUS.",,,,,,,,1,1,snri
392,47,cymbalta.47,20,"Cymbalta is a living nightmare, avoid it.",,,,,,,,1,1,snri
393,48,cymbalta.48,1,"turned into a raging maniac, i had nausea, cold/hot flashes.",1,,,,,,,0,1,snri
394,48,cymbalta.48,2,"I felt out of control, & disorientated.",1,,,,,,,0,1,snri
395,48,cymbalta.48,3,"Also, headache,crying, insomnia, and I can't tell you all the side effects.",1,,,,,,,0,1,snri
396,48,cymbalta.48,4,"I would never ever take this drug again, nor would I recommend this to ANYONE!",,,,,,,,1,1,snri
397,48,cymbalta.48,5,"This is a BAD drug, they should have better warnings about the side effects.",,,,,,,,1,1,snri
398,49,cymbalta.49,1,"agitation; hostility; suicidial thoughts; increased pain; increased depression; muscle spasams in legs and feet; dry eye; increased blood pressure; heart palpitations; increased anxiety, etc Switched to Cymbalta because of claims that it helps with pain.",1,,,1,1,1,,0,1,snri
399,49,cymbalta.49,2,Side effects were terrible.,1,,,,,,,0,1,snri
400,49,cymbalta.49,3,My prescribing MD assured that a second increase in dosage was needed.,,,,,,,,1,1,snri
401,49,cymbalta.49,4,He believed the drug rep but not me.,,,,,,,,1,1,snri
